Filename,Ground_Truth_Folder,Predicted_Dept,Predicted_Label,Confidence,Match
16871_1058.jpg,Municipal_-_Horticulture,Police - Traffic,A photo of traffic signal failure,0.9239426851272583,False
16872_156.jpg,Municipal_-_Horticulture,Municipal - Water & Sewerage,A photo of a water pipe leak,0.6090142726898193,False
16873_16690.jpg,Municipal_-_Horticulture,Uncertain,Low confidence prediction (Possibly: an open transformer),0.4726368188858032,False
18033_10015.jpg,Municipal_-_Horticulture,Municipal - Street Lighting,A photo of a non-functional street lamp,0.6328867077827454,False
18034_10083.jpg,Municipal_-_Horticulture,Uncertain,Low confidence prediction (Possibly: encroachment on footpath),0.39831283688545227,False
18035_10137.jpg,Municipal_-_Horticulture,Uncertain,Low confidence prediction (Possibly: a non-functional street lamp),0.47922107577323914,False
18036_10139.jpg,Municipal_-_Horticulture,Uncertain,Low confidence prediction (Possibly: traffic signal failure),0.3066244423389435,False
18037_1014.jpg,Municipal_-_Horticulture,Invalid Content,Not a civic issue (Detected: a blurry or unclear object),0.31966161727905273,False
18038_10140.jpg,Municipal_-_Horticulture,Uncertain,Low confidence prediction (Possibly: hazardous hanging power cables),0.4821157157421112,False
18039_10146.jpg,Municipal_-_Horticulture,Uncertain,Low confidence prediction (Possibly: a non-functional street lamp),0.4165396988391876,False
18040_10149.jpg,Municipal_-_Horticulture,Uncertain,Low confidence prediction (Possibly: traffic signal failure),0.3335731029510498,False
18041_10245.jpg,Municipal_-_Horticulture,Invalid Content,Not a civic issue (Detected: a person or selfie),0.12484706193208694,False
18042_1025.jpg,Municipal_-_Horticulture,Municipal - Street Lighting,A photo of a non-functional street lamp,0.786298930644989,False
18043_1026.jpg,Municipal_-_Horticulture,Uncertain,Low confidence prediction (Possibly: encroachment on footpath),0.45671895146369934,False
18044_10269.jpg,Municipal_-_Horticulture,Municipal - Street Lighting,A photo of a non-functional street lamp,0.8718581795692444,False
18045_10283.jpg,Municipal_-_Horticulture,Municipal - PWD (Bridges),A photo of bridge damage,0.5890398025512695,False
18046_10285.jpg,Municipal_-_Horticulture,Uncertain,Low confidence prediction (Possibly: a non-functional street lamp),0.45634397864341736,False
18047_10389.jpg,Municipal_-_Horticulture,Police - Local Law Enforcement,A photo of encroachment on footpath,0.8625693917274475,False
18048_10424.jpg,Municipal_-_Horticulture,Uncertain,Low confidence prediction (Possibly: encroachment on footpath),0.24104610085487366,False
18049_10493.jpg,Municipal_-_Horticulture,Municipal - Street Lighting,A photo of a non-functional street lamp,0.5211636424064636,False
18050_10496.jpg,Municipal_-_Horticulture,Police - Local Law Enforcement,A photo of encroachment on footpath,0.5058386921882629,False
18051_10498.jpg,Municipal_-_Horticulture,Uncertain,Low confidence prediction (Possibly: a non-functional street lamp),0.28527194261550903,False
18052_1061.jpg,Municipal_-_Horticulture,Uncertain,Low confidence prediction (Possibly: a non-functional street lamp),0.46170395612716675,False
18053_10614.jpg,Municipal_-_Horticulture,Uncertain,Low confidence prediction (Possibly: encroachment on footpath),0.2811450958251953,False
18054_10622.jpg,Municipal_-_Horticulture,State Transport,A photo of a damaged bus shelter or terminal,0.5648872256278992,False
18055_10628.jpg,Municipal_-_Horticulture,Uncertain,Low confidence prediction (Possibly: a damaged bus shelter or terminal),0.1956186443567276,False
18056_10632.jpg,Municipal_-_Horticulture,Municipal - Street Lighting,A photo of a broken street light,0.6497131586074829,False
18057_10649.jpg,Municipal_-_Horticulture,Uncertain,Low confidence prediction (Possibly: encroachment on footpath),0.3005351126194,False
18058_10733.jpg,Municipal_-_Horticulture,Invalid Content,Not a civic issue (Detected: a gaming screen or screenshot),0.4465358257293701,False
18059_1075.jpg,Municipal_-_Horticulture,Police - Local Law Enforcement,A photo of encroachment on footpath,0.8591911792755127,False
18060_10751.jpg,Municipal_-_Horticulture,Police - Local Law Enforcement,A photo of encroachment on footpath,0.9156307578086853,False
18061_10779.jpg,Municipal_-_Horticulture,Uncertain,Low confidence prediction (Possibly: encroachment on footpath),0.47447505593299866,False
18062_10796.jpg,Municipal_-_Horticulture,Invalid Content,Not a civic issue (Detected: a clear blue sky),0.2708655297756195,False
18063_10798.jpg,Municipal_-_Horticulture,Uncertain,Low confidence prediction (Possibly: encroachment on footpath),0.3555032014846802,False
18064_10799.jpg,Municipal_-_Horticulture,Invalid Content,Not a civic issue (Detected: a person or selfie),0.32566913962364197,False
18065_10800.jpg,Municipal_-_Horticulture,Uncertain,Low confidence prediction (Possibly: a broken street light),0.2309320569038391,False
18066_10804.jpg,Municipal_-_Horticulture,Police - Traffic,A photo of traffic signal failure,0.5831496119499207,False
18067_1081.jpg,Municipal_-_Horticulture,Uncertain,Low confidence prediction (Possibly: a non-functional street lamp),0.3761223256587982,False
18068_10813.jpg,Municipal_-_Horticulture,Uncertain,Low confidence prediction (Possibly: encroachment on footpath),0.2550007998943329,False
